,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,colorgroup
964,6626,Men,Footwear,Footwear,Sports Shoes,Blue,Summer,Sports,8
965,47501,Unisex,Footwear,Footwear,Casual Shoes,Red,Fall,Casual,0
968,22196,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
970,54116,Women,Footwear,Footwear,Heels,Maroon,Winter,Casual,0
973,23878,Women,Footwear,Footwear,Casual Shoes,Green,Summer,Casual,6
978,26536,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
979,12703,Women,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
985,53757,Women,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
987,4515,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
990,7390,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,Formal,0
991,35545,Girls,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
1002,27080,Women,Footwear,Footwear,Heels,Silver,Winter,Casual,14
1005,12969,Men,Footwear,Footwear,Sports Shoes,Blue,Fall,Sports,8
1006,35777,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
1018,9038,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,Formal,0
1019,54740,Men,Footwear,Footwear,Casual Shoes,Black,Spring,Casual,12
1020,13087,Unisex,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1025,32552,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1031,39986,Men,Footwear,Footwear,Casual Shoes,Navy Blue,Summer,Casual,9
1034,45400,Women,Footwear,Footwear,Flats,Maroon,Winter,Casual,0
1042,53139,Women,Footwear,Footwear,Heels,Blue,Winter,Casual,8
1046,17847,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1049,16995,Women,Footwear,Footwear,Sports Sandals,Black,Winter,Casual,12
1050,12509,Men,Footwear,Footwear,Casual Shoes,Brown,Winter,Casual,0
1052,47539,Women,Footwear,Footwear,Flats,White,Winter,Casual,13
1056,23840,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1062,56679,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
1063,24259,Men,Footwear,Footwear,Casual Shoes,Navy Blue,Fall,Casual,9
1066,4149,Women,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1077,18665,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
1084,20893,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
1099,9000,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1101,35589,Men,Footwear,Footwear,Sandals,Olive,Fall,Casual,6
1123,57935,Men,Footwear,Footwear,Sandals,Black,Spring,Casual,12
1146,50748,Men,Footwear,Footwear,Casual Shoes,Brown,Winter,Casual,0
1147,28652,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
1150,3996,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
1155,8542,Women,Footwear,Footwear,Flip Flops,Black,Fall,Casual,12
1160,43951,Women,Footwear,Footwear,Heels,Bronze,Winter,Casual,2
1172,11976,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1175,14438,Women,Footwear,Footwear,Heels,Yellow,Summer,Casual,4
1181,3505,Women,Footwear,Footwear,Casual Shoes,White,Fall,Casual,13
1186,13080,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1193,32555,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
1196,45407,Women,Footwear,Footwear,Flats,Brown,Summer,Casual,0
1199,39981,Men,Footwear,Footwear,Casual Shoes,Grey,Summer,Casual,14
1201,15377,Men,Footwear,Footwear,Casual Shoes,Navy Blue,Summer,Casual,9
1212,4512,Women,Footwear,Footwear,Sports Shoes,Grey,Summer,Sports,14
1213,7397,Men,Footwear,Footwear,Formal Shoes,Black,Winter,Formal,12
1214,35542,Girls,Footwear,Footwear,Sandals,Pink,Summer,Casual,11
1231,5898,Men,Footwear,Footwear,Casual Shoes,Blue,Summer,Casual,8
1236,15521,Men,Footwear,Footwear,Flip Flops,Black,Fall,Casual,12
1243,6621,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
1246,22191,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1248,54111,Women,Footwear,Footwear,Heels,Copper,Winter,Casual,1
1249,12704,Men,Footwear,Footwear,Sports Shoes,Grey,Fall,Sports,14
1250,26531,Men,Footwear,Footwear,Casual Shoes,Olive,Summer,Casual,6
1255,6413,Unisex,Footwear,Footwear,Casual Shoes,Pink,Summer,Casual,11
1259,17044,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
1260,50783,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
1267,3161,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1270,26703,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
1273,1636,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
1277,4344,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1279,15713,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
1281,5296,Men,Footwear,Footwear,Sandals,Black,Summer,Casual,12
1289,11949,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1292,5050,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1302,22165,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1308,49468,Men,Footwear,Footwear,Casual Shoes,Red,Summer,Casual,0
1310,22959,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1313,50777,Men,Footwear,Footwear,Formal Shoes,Brown,Summer,Formal,0
1314,16162,Men,Footwear,Footwear,Sandals,Black,Fall,Casual,12
1318,46612,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
1322,43360,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1324,30692,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
1329,41437,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
1331,10295,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
1340,22733,Men,Footwear,Footwear,Casual Shoes,Grey,Fall,Casual,14
1341,35784,Women,Footwear,Footwear,Flats,Black,Summer,Casual,12
1350,13074,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1362,5606,Men,Footwear,Footwear,Sandals,Black,Summer,Casual,12
1363,44521,Men,Footwear,Footwear,Sandals,Black,Summer,Casual,12
1366,39975,Men,Footwear,Footwear,Casual Shoes,Olive,Winter,Casual,6
1367,57304,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
1368,33641,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
1371,11511,Women,Footwear,Footwear,Flats,Gold,Winter,Casual,3
1373,44713,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
1378,7363,Men,Footwear,Footwear,Formal Shoes,Black,Winter,Formal,12
1380,16734,Men,Footwear,Footwear,Flip Flops,Maroon,Fall,Casual,0
1381,22501,Women,Footwear,Footwear,Casual Shoes,Beige,Winter,Casual,3
1382,49830,Women,Footwear,Footwear,Flip Flops,Pink,Winter,Casual,11
1383,47196,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
1390,2611,Women,Footwear,Footwear,Heels,Gold,Winter,Casual,3
1396,54521,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
1407,17646,Unisex,Footwear,Footwear,Flip Flops,Green,Spring,Casual,6
1410,37241,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1414,4546,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
1418,40313,Unisex,Footwear,Footwear,Sandals,White,Winter,Casual,13
1428,56878,Women,Footwear,Footwear,Heels,Silver,Winter,Casual,14
1437,3551,Men,Footwear,Footwear,Casual Shoes,Brown,Winter,Casual,0
1440,30256,Men,Footwear,Footwear,Formal Shoes,Black,Winter,Formal,12
1447,15747,Men,Footwear,Footwear,Sports Shoes,White,Spring,Sports,13
1465,3135,Women,Footwear,Footwear,Heels,Gold,Winter,Casual,3
1468,17010,Women,Footwear,Footwear,Heels,Brown,Winter,Formal,0
1471,6447,Women,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
1472,7595,Women,Footwear,Footwear,Sports Shoes,Blue,Summer,Sports,8
1475,13682,Women,Footwear,Footwear,Sports Shoes,Silver,Fall,Sports,14
1476,54145,Women,Footwear,Footwear,Heels,Brown,Spring,Casual,0
1477,3307,Men,Footwear,Footwear,Sports Shoes,Black,Spring,Sports,12
1478,42020,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
1481,47552,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
1483,6675,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1489,4122,Unisex,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1490,21740,Unisex,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1497,40777,Men,Footwear,Footwear,Flip Flops,White,Summer,Casual,13
1503,32191,Men,Footwear,Footwear,Sports Shoes,Blue,Summer,Sports,8
1505,39579,Women,Footwear,Footwear,Heels,Multi,Winter,Casual,15
1507,57506,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
1515,8529,Men,Footwear,Footwear,Sports Shoes,Navy Blue,Summer,Sports,9
1526,13676,Men,Footwear,Footwear,Sports Shoes,Silver,Fall,Sports,14
1530,26591,Men,Footwear,Footwear,Flip Flops,Red,Summer,Casual,0
1531,6681,Women,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
1533,22131,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
1534,7753,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
1539,14453,Women,Footwear,Footwear,Heels,Black,Summer,Casual,12
1546,40783,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
1550,3797,Men,Footwear,Footwear,Casual Shoes,Black,Spring,Casual,12
1555,13212,Women,Footwear,Footwear,Sports Shoes,Grey,Spring,Sports,14
1567,50175,Women,Footwear,Footwear,Flats,Black,Winter,Casual,12
1571,5460,Women,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
1572,44747,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1592,55635,Women,Footwear,Footwear,Heels,Gold,Winter,Casual,3
1594,2477,Men,Footwear,Footwear,Sports Shoes,Blue,Fall,Sports,8
1598,8971,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
1603,14498,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
1604,10804,Men,Footwear,Footwear,Flip Flops,White,Fall,Casual,13
1608,40748,Women,Footwear,Footwear,Flip Flops,Pink,Winter,Casual,11
1609,38652,Women,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
1613,23814,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
1617,19387,Men,Footwear,Footwear,Sports Shoes,Beige,Summer,Sports,3
1624,9430,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
1625,17813,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
1636,33088,Women,Footwear,Footwear,Heels,Gold,Winter,Casual,3
1641,9054,Women,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
1644,18403,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
1645,6820,Women,Footwear,Footwear,Flip Flops,Green,Summer,Casual,6
1646,12905,Women,Footwear,Footwear,Casual Shoes,Purple,Fall,Casual,10
1650,5699,Men,Footwear,Footwear,Casual Shoes,Black,Winter,Casual,12
1653,59033,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
1660,4579,Women,Footwear,Footwear,Sports Shoes,Blue,Summer,Sports,8
