,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Details,Make,Pattern,Shape,Dial Material,Strap Material,Movement,Display,Strap Closure,Strap Style,Water Resistance,Colour,Brand,Price
15,56670,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,50 m,"Black, Steel",maxima,2095
16,36795,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Ssteele Silver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"Silver, Black",maxima,2495
17,40527,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men Gold Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Gold, Steel",Titan,4700
18,45869,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Brown Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Brown, Black",maxima,1995
19,4716,Unisex,Accessories,Watches,Watches,Winter,2016.0,Sports,ADIDAS Unisex Response ST Analogue Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,3495
20,26351,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8472,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,White,DKNY,7995
21,29917,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Police Men White Dial Watch PL12698JS,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,100 m,White,Police,9950
22,43164,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,500 m,Black,Fastrack,1595
23,45293,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO SHEEN Women Red Dial Watch SX017,"Reset Time, Reset Time",Non-Swiss Made,Solid,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Tang,Regular,Water Resistant,Red,CASIO,4795
24,36761,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,Black,maxima,450
25,37481,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Women White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"White, Steel",ESPRIT,5995
26,8117,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men New Analog Black Navy Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Black,Fastrack,1295
27,39375,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Helix Women Silver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Water Resistant,"Silver, White",Helix,1995
28,59290,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Black,Titan,3100
29,52678,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Morellato Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,"Black, Black",Morellato,9750
30,39711,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,ADIDAS Original Men Black Dial Chronograph Watch ADH2641,Chronograph,Non-Swiss Made,Solid,Round,Alloy,Stainless Steel,Automatic,Analogue,Not specified,Regular,50 m,Black,ADIDAS Originals,6295
31,36759,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men White Dial Watch,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,30 m,"White, Black",maxima,450
32,44977,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Silver Dial Attivo Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Silver, Black",maxima,875
33,29745,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Quartz Black Dial Chronograph Watch JR1303,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,100 m,Black,Fossil,9495
34,44983,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Women Silver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Silver, Black",maxima,1295
35,59264,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Women White Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,White,Titan,7350
36,43163,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,"White, Grey",Fastrack,1595
37,36766,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Black,maxima,595
38,45294,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO SHEEN Women Black Dial Watch SX041,"Multi Function, Reset Time",Non-Swiss Made,Embellished,Round,Metal,Metal,Mechanical,Analogue,Butterfly,Bracelet Style,Water Resistant,Black,CASIO,6495
39,30001,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Aspen Women White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"White, Steel",ASPEN,7995
40,29910,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Police Men Black Dial Watch PL12170JSB,Not specified,Non-Swiss Made,Not specified,Rectangular,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,50 m,Black,Police,7100
41,4711,Unisex,Accessories,Watches,Watches,Winter,2016.0,Sports,ADIDAS Unisex Toronto Hand Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,2795
42,40520,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men Cream Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Cream, Gold",Titan,3450
43,37472,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Men Grey Dial Watch,Multi Function,Not specified,Not specified,Not specified,Not specified,Not specified,Mechanical,Analogue,Not specified,Not specified,Not specified,"Grey, Black",ESPRIT,6995
44,51660,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Black Dial Watch AM4384,Not specified,Non-Swiss Made,Not specified,Rectangular,Not specified,Stainless Steel,Mechanical,Analogue,Not specified,Not specified,50 m,Black,Fossil,5995
45,43197,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Grey Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Grey, Steel",Fastrack,2095
46,56677,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"White, Steel",maxima,2350
47,32332,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Steel Digital Watch,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Steel,Q&Q,2695
48,36792,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Dial Attivo Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Black, Steel",maxima,1395
49,45260,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch DW-5600E-1VDF G001,"Multi Function, Multi Function",Non-Swiss Made,Solid,Asymmetric,Stainless Steel,Synthetic,Mechanical,Digital,Tang,Regular,200 m,Black,CASIO,4395
50,46418,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Men Olive Green Dial Watch DV10,Not specified,Non-Swiss Made,Not specified,Square,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,Water Resistant,Olive,Timex,2495
51,5068,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Being Human Men Grey Dial Blue Strap Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,Blue,Being Human,9800
52,45893,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Ssteele Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,Black,maxima,2950
53,36905,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Black Dial Watch ME1113,Multi Function,Non-Swiss Made,Not specified,Round,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,50 m,Black,Fossil,9995
54,47992,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Helix Women Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,Black,Helix,2795
55,17418,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO ENTICER Men Black Analogue Watch BS112 ,Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Leather,Mechanical,Analogue,Tang,Regular,50 m,"Black, Steel",CASIO,3995
56,29919,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Police Men Black Dial Chronograph Watch PL12699JS-02,Chronograph,Non-Swiss Made,Not specified,Round,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,100 m,Black,Police,9845
57,59252,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men White Dial Automatic Watch NB9365SL01,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Leather,Automatic,Analogue,Not specified,Not specified,30 m,White,Titan,10595
58,45269,Men,Accessories,Watches,Watches,Summer,2017.0,Casual,CASIO Youth Series Digital Men Black Small Dial Digital Watch W-210-1CVDF I065,"Multi Function, Stopwatch, Reset Time",Non-Swiss Made,Solid,Round,Stainless Steel,Synthetic,Automatic,Digital,Tang,Regular,50 m,Black,CASIO,1295
59,40529,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Women White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"White, Gold",Titan,4950
60,52671,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Morellato Men Navy Blue Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,Navy Blue,Morellato,8750
61,23282,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Off White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Off White, Steel",maxima,2725
62,46427,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,Water Resistant,Black,Timex,2995
63,43155,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Black, Steel",Fastrack,2195
64,23276,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Ssteele Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,Black,maxima,1995
65,51656,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2737,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,100 m,Black,Fossil,7995
66,40516,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"White, Brown, Gold",Titan,1625
67,32304,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Women White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,White,Q&Q,975
68,45256,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Edifice Men Analog Watch EF-130D-1A5VDF(ED419),"Multi Function, Reset Time",Non-Swiss Made,Solid,Round,Stainless Steel,Stainless Steel,Automatic,Analogue,Foldover,Bracelet Style,100 m,"Black, Steel",CASIO,6995
69,21713,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Blue Dial Chronograph Watch CH2752,Chronograph,Non-Swiss Made,Not specified,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Not specified,Not specified,100 m,Blue,Fossil,9495
70,29926,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Police Men Black Dial Watch PL12778MSU-61,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,50 m,Black,Police,8450
71,30037,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 233LSS,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,50 m,Silver,SKAGEN,5995
72,17427,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO G-Shock Men White Analogue & Digital Watch G274,"Multi Function, Alarm, Reset Time",Non-Swiss Made,Solid,Round,Metal,Synthetic,Electronic,Analogue,Tang,Regular,200 m,White,CASIO,7295
73,53565,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,30 m,"Black, Blue",Q&Q,1145
74,43199,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Gunmetal-Toned Dial Watch NA3015AL01,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Not specified,Not specified,50 m,Metallic,Fastrack,1610
75,59255,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men Black Watch,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Automatic,Analogue,Not specified,Not specified,Water Resistant,Black,Titan,6850
76,38050,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M119J003Y,Multi Function,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Digital,Not specified,Not specified,Water Resistant,Black,Q&Q,1495
77,47995,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Helix Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,"Black, Orange",Helix,2495
78,36902,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Silver-Toned Dial Chronograph Watch FS4643,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,50 m,Silver,Fossil,9495
79,37488,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Women Silver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Silver, White",ESPRIT,5995
80,10098,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Analogue Plastic White Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black, Green",Fastrack,595
81,36768,Men,Accessories,Watches,Watches,Winter,2016.0,Formal,Maxima Men Gold Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"Gold, Black",maxima,375
82,17420,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Enticer Men Black Dial Analogue Watch A479,"Multi Function, Reset Time",Non-Swiss Made,Solid,Round,Stainless Steel,Stainless Steel,Mechanical,Analogue,Foldover,Bracelet Style,50 m,Black,CASIO,4495
83,10605,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Women Houston Funny Pink Watches,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Pink,ESPRIT,3995
84,53562,Unisex,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Unisex Blue Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,Blue,Q&Q,795
85,52682,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Morellato Men Silver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Silver, Steel",Morellato,9750
86,29921,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Police Men Black Dial Chronograph Watch PL12777JS-02M,Chronograph,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,100 m,Black,Police,12150
87,32303,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Black,Q&Q,1095
88,45251,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Youth Series Men Digital Watch W-734-1AVDF(D090),"Multi Function, Reset Time",Non-Swiss Made,Solid,Round,Stainless Steel,Synthetic,Mechanical,Digital,Tang,Regular,100 m,Black,CASIO,2195
89,23271,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Ssteele Men White Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Steel",maxima,1950
90,51651,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Grey Dial Chronograph Watch FS4584,Not specified,Non-Swiss Made,Not specified,Rectangular,Not specified,Stainless Steel,Mechanical,Analogue,Not specified,Not specified,30 m,Grey,Fossil,9495
91,40511,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"White, Steel",Titan,1750
92,36757,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Women Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,Black,maxima,450
93,46420,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Men Cream Dial Chronograph Watch,Chronograph,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Cream, Black, Gold",Timex,3545
94,43152,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,"Black, Steel",Fastrack,2695
95,23285,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men White Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"White, Steel",maxima,2725
96,44979,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Attivo Men Steel-Toned Dial Watch 15933LMGB,Not specified,Not specified,Not specified,Not specified,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,30 m,Silver,maxima,1350
97,58942,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Tommy Hilfiger Women Silver-Toned Dial  Watch TH1780453-D,Not specified,Non-Swiss Made,Not specified,Rectangular,Not specified,Metal,Mechanical,Analogue,Not specified,Not specified,30 m,Silver,Tommy Hilfiger,6900
98,30064,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Ed Hardy Men Grey Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"Black, Gold",Ed Hardy,8250
99,49890,Girls,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Kids Girls Blue Analog Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Blue, Pink",Q&Q,625
100,26333,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,DKNY Women White Dial Watch NY4934,Not specified,Swiss Made,Not specified,Rectangular,Stainless Steel,Stainless Steel,Mechanical,Analogue,Not specified,Not specified,30 m,White,DKNY,8995
101,45037,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Attivo Men White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,White,maxima,1650
102,10235,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Carrera Men Hexagaon Dial Black Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Black",Carrera,5450
103,40545,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Raga Women Gold Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,Gold,Titan,4200
104,46480,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Women Steel Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,Steel,Timex,1945
105,45205,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO ENTICER Women Black Dial Analogue Watch A660,Reset Time,Non-Swiss Made,Solid,Rectangular,Stainless Steel,Metal,Mechanical,Analogue,Butterfly,Bracelet Style,Water Resistant,Black,CASIO,2295
106,32357,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,"Black, Steel",Q&Q,1225
107,46474,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Men Black Dial Watch L506,Not specified,Non-Swiss Made,Not specified,Rectangular,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,Water Resistant,Black,Timex,2395
108,25314,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Youth Series Men Digital Watch AE-1100W-1BVDF(D086),"Multi Function, Stopwatch",Non-Swiss Made,Solid,Round,Stainless Steel,Synthetic,Electronic,Digital,Tang,Regular,100 m,Black,CASIO,2995
109,30090,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Ed Hardy Men Silver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Steel,Ed Hardy,8995
