,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Material,Content,Colour,Brand,Price
58,19935,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Reid & Taylor Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Purple, Black",Reid & Taylor,2295
59,40764,Men,Accessories,Accessories,Messenger Bag,Summer,2012.0,Casual,Quiksilver Men Black & White Messenger Bag,Polyester,Not specified,"Black, White, Brown",Quiksilver,1995
60,31193,Men,Accessories,Accessories,Accessory Gift Set,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,Not specified,Not specified,"Brown, White",CABARELLI,1350
61,37638,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Wills Lifestyle Men Leather Accessory Gift Set,Not specified,Not specified,Tan,Wills Lifestyle,1699
62,14889,Women,Accessories,Accessories,Travel Accessory,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive Bags,Not specified,Not specified,Olive,United Colors of Benetton,1199
63,17630,Unisex,Accessories,Accessories,Messenger Bag,Fall,2011.0,Casual,Puma Unisex Jamaica Lifestyle Black Messenger Bag,PU,Not specified,Black,Puma,2499
64,19934,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Reid & Taylor Men Formal Blue  Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Blue, Maroon",Reid & Taylor,2295
65,19933,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Reid & Taylor Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Red,Reid & Taylor,2295
66,31183,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Cabarelli Men Accessory Gift Set,Not specified,Wallet and Planner,Brown,CABARELLI,1999
67,58923,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Hakashi Men Combo pack Tie+Cufflink+Pocket square,Not specified,"Tie, Cufflinks, Pocket Square","Black, White",Hakashi,1275
68,58924,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Hakashi Men Combo pack Tie+Cufflink+Pocket square,Not specified,"Tie, Cufflinks, Pocket Square",Red,Hakashi,1275
69,31184,Men,Accessories,Accessories,Accessory Gift Set,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,Not specified,Not specified,"Black, White",CABARELLI,1225
70,39527,Unisex,Accessories,Accessories,Travel Accessory,Summer,2012.0,Casual,Peter England Unisex Black Toilet Kit Bag,Not specified,Not specified,Black,Peter England,1099
71,41854,Men,Accessories,Accessories,Messenger Bag,Summer,2012.0,Casual,Probase Men Navy Blue Messenger Bag,Not specified,Not specified,Navy Blue,Probase,1599
72,14890,Women,Accessories,Accessories,Travel Accessory,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Bags,Not specified,Not specified,Purple,United Colors of Benetton,1299
73,31185,Men,Accessories,Accessories,Accessory Gift Set,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,Not specified,Not specified,"Brown, White",CABARELLI,1350
74,58922,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Hakashi Men Black Combo pack Tie+Cufflink+Pocket square,Not specified,"Tie, Cufflinks, Pocket Square","Black, Grey",Hakashi,1275
75,31182,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Cabarelli Men Black Accessory Gift Set,Not specified,"Wallet, Card Holder, Keychain",Black,CABARELLI,999
76,15928,Unisex,Accessories,Accessories,Travel Accessory,Fall,2011.0,Casual,ADIDAS Unisex Org City Corp Black Bag,Not specified,Not specified,Black,ADIDAS,399
77,23102,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Turtle Men Formal Blue Tie Cufflink & Pocket Square Set,Not specified,"Tie, Cufflinks, Pocket Square",Blue,Turtle,1495
78,23105,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Turtle Men Grey Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Grey,Turtle,1495
79,3472,Men,Accessories,Accessories,Water Bottle,Fall,2010.0,Casual,ADIDAS Phantom Black Sipper,Not specified,Not specified,Black,ADIDAS,299
80,51329,Unisex,Accessories,Accessories,Travel Accessory,Summer,2012.0,Casual,Wildcraft Unisex Blue & Black Pouch,Not specified,Not specified,"Blue, Black",Wildcraft,145
81,25051,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Purple,Lino Perros,1995
82,25069,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Blue Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Blue,Lino Perros,1695
83,31200,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Cabarelli Men Accessory Gift Set,Not specified,Wallet and Belt,"Brown, Black",CABARELLI,999
84,25056,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Blue Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Blue,Lino Perros,1995
85,17364,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Red,Arrow,1699
86,25060,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Purple,Lino Perros,1995
87,25058,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Blue Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square","Blue, Red",Lino Perros,1295
88,25067,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Black Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Black,Lino Perros,1695
89,17363,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Maroon Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Maroon, Steel",Arrow,1999
90,51320,Unisex,Accessories,Accessories,Travel Accessory,Summer,2010.0,Casual,Wildcraft Unisex Black Travel Pouch,Not specified,Not specified,"Black, Red",Wildcraft,145
91,3473,Men,Accessories,Accessories,Water Bottle,Fall,2010.0,Casual,ADIDAS Black Sipper,Not specified,Not specified,Black,ADIDAS,699
92,1915,Unisex,Accessories,Accessories,Water Bottle,Summer,2011.0,Casual,Quechua Yellow Sipper,Not specified,Not specified,Yellow,Quechua,699
93,15654,Unisex,Accessories,Accessories,Messenger Bag,Fall,2011.0,Casual,Belkin Unisex Black Messenger Bag,Polyester,Not specified,Black,Belkin,2699
94,23104,Men,Accessories,Accessories,Accessory Gift Set,Winter,2011.0,Formal,Turtle Men Formal Red Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Red,Turtle,1495
95,25059,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Purple,Lino Perros,1295
96,17362,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Maroon Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Maroon,Arrow,1699
97,25066,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Turquoise Blue Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Turquoise Blue,Lino Perros,1695
98,25061,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Purple,Lino Perros,1695
99,17365,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Blue, Steel",Arrow,1999
100,25068,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Maroon Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Maroon,Lino Perros,1695
101,31201,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Cabarelli Men Black Accessory Gift Set,Not specified,Not specified,Black,CABARELLI,850
102,25057,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Yellow Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Yellow,Lino Perros,1695
103,25050,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Brown Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Brown,Lino Perros,1695
104,2357,Men,Accessories,Accessories,Water Bottle,Fall,2010.0,Sports,ADIDAS White Water Sipper,Not specified,Not specified,White,ADIDAS,249
105,31206,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Cabarelli Men Brown Accessory Gift Set,Not specified,Not specified,Brown,CABARELLI,999
106,17376,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Red, Steel",Arrow,1999
107,25072,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Pink Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Pink,Lino Perros,1295
108,25075,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Maroon Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Maroon,Lino Perros,1995
109,25081,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Black Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Black,Lino Perros,1695
110,17371,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Red,Arrow,1699
111,17378,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Purple,Arrow,1699
112,50429,Unisex,Accessories,Accessories,Messenger Bag,Summer,2012.0,Casual,Lino Perros Unisex Blue Satchel,Synthetic,Not specified,Blue,Lino Perros,1995
113,25045,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Blue Red Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square","Blue, Red, Beige",Lino Perros,1295
114,17379,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Blue,Arrow,1699
115,38736,Unisex,Accessories,Accessories,Messenger Bag,Summer,2012.0,Casual,Nike Unisex Multi Coloured Metropolis Messenger Bag,Polyester,Not specified,"Multi, Blue",Nike,2295
116,17370,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Purple, Steel",Arrow,1999
117,25080,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Black Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Black,Lino Perros,1695
118,25074,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Black Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Black,Lino Perros,1695
119,25073,Men,Accessories,Accessories,Accessory Gift Set,Winter,2015.0,Formal,Lino Perros Men Formal Maroon Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Maroon,Lino Perros,1695
120,17377,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Purple,Arrow,1699
121,50428,Unisex,Accessories,Accessories,Messenger Bag,Summer,2012.0,Casual,Lino Perros Unisex Khaki Satchel,Not specified,Not specified,Khaki,Lino Perros,1995
122,23099,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Turtle Men Maroon Accessory Gift Set,Not specified,"Tie, Cufflinks, Pocket Square",Maroon,Turtle,1495
123,19936,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Reid & Taylor Men Formal Brown Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Brown, Blue",Reid & Taylor,2295
124,19931,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Reid & Taylor Men Formal Maroon Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square","Maroon, Black",Reid & Taylor,2295
125,31191,Men,Accessories,Accessories,Accessory Gift Set,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,Not specified,Not specified,Brown,CABARELLI,1350
126,19930,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Reid & Taylor Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Blue,Reid & Taylor,2295
127,19937,Men,Accessories,Accessories,Accessory Gift Set,Fall,2011.0,Formal,Reid & Taylor Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,Not specified,"Tie, Cufflinks, Pocket Square",Blue,Reid & Taylor,2295
128,31190,Men,Accessories,Accessories,Accessory Gift Set,Summer,2012.0,Casual,Cabarelli Men Accessory Gift Set,Not specified,Wallet and Handkerchief,"Brown, White",CABARELLI,1350
