,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Pattern,Material,Colour,Brand,Price
19,35098,Women,Accessories,Stoles,Stoles,Spring,2013.0,Casual,Allen Solly Women Coral Stole,Not specified,Viscose Rayon,Orange,Allen Solly,1299
20,34978,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Black Stole,Solid,Silk,"Black, Gold",Fabindia,1190
21,35096,Women,Accessories,Stoles,Stoles,Spring,2013.0,Casual,Allen Solly Women Green Stole,Not specified,Viscose Rayon,Green,Allen Solly,1299
22,31887,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Chanderi Blue Stole,Not specified,Not specified,Blue,Fabindia,990
23,31880,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Mughal Printed Blue Stole,Not specified,Not specified,Blue,Fabindia,1290
24,31889,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Chanderi Yellow Stole,Not specified,Not specified,"Beige, Yellow",Fabindia,990
25,35022,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Chanderi Grey Stole,Not specified,Not specified,Grey,Fabindia,460
26,34309,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Pink Silk & Wool Stole,Not specified,Not specified,Pink,Fabindia,1090
27,35025,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Mustard Chanderi Hand Printed Stole,Not specified,Not specified,Mustard,Fabindia,460
28,35013,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Rust Stole,Not specified,Not specified,Rust,Fabindia,290
29,34307,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Black Silk & Wool Stole,Not specified,Not specified,Black,Fabindia,1090
30,35014,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Stole,Not specified,Not specified,Blue,Fabindia,290
31,31078,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Buta Cream Silk Stole,Not specified,Not specified,Pink,Fabindia,990
32,34999,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Black & Mustard Stole,Solid,Cotton,"Black, Mustard, Cream",Fabindia,290
33,31888,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Chanderi Blue Stole,Not specified,Not specified,Blue,Fabindia,990
34,31881,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Blue Stole,Solid,Silk,"Blue, Green",Fabindia,1290
35,31085,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Brown Ekko Silk Stole,Not specified,Not specified,Brown,Fabindia,1190
36,35015,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Cream Printed Stole,Solid,Cotton,"Orange, Cream",Fabindia,390
37,35012,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Black Stole,Not specified,Not specified,"Beige, Black",Fabindia,290
38,35024,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Mustard Chanderi Hand Printed Stole,Not specified,Not specified,Mustard,Fabindia,460
39,35023,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Purple & Red Chanderi Hand Printed Stole,Not specified,Not specified,"Purple, Red",Fabindia,460
40,34308,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Black Silk & Wool Stole,Not specified,Not specified,"Black, Brown",Fabindia,1090
41,35102,Women,Accessories,Stoles,Stoles,Spring,2013.0,Casual,Allen Solly Women Navy Blue Stole,Not specified,Linen,Navy Blue,Allen Solly,1299
42,35103,Women,Accessories,Stoles,Stoles,Spring,2013.0,Casual,Allen Solly Women Yellow Stole,Not specified,Viscose Rayon,Yellow,Allen Solly,1299
43,31891,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Green Ekko Silk Stole,Not specified,Not specified,Green,Fabindia,1230
44,34973,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Pink Chanderi Stole,Not specified,Not specified,Pink,Fabindia,630
45,34974,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Chanderi Multi Coloured Stole,Not specified,Not specified,Multi,Fabindia,630
46,34980,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Black & Beige Stole,Solid,Silk,"Black, Beige, Red",Fabindia,1190
47,31896,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Red Noil Silk & Wool Stole,Not specified,Not specified,Red,Fabindia,1290
48,34311,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Green Silk & Wool Stole,Not specified,Not specified,Green,Fabindia,1090
49,35005,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Black Stole,Not specified,Not specified,Black,Fabindia,290
50,35002,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Black Stole,Not specified,Not specified,Black,Fabindia,290
51,34975,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Cream Chanderi Stole,Not specified,Not specified,"Maroon, Cream",Fabindia,630
52,34972,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Off White Printed Stole,Solid,Cotton,"Purple, Green, Off White",Fabindia,630
53,31890,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Blue Ekko Silk Stole,Not specified,Not specified,Blue,Fabindia,1230
54,35032,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Green Stole,Embroidered,Silk,Green,Fabindia,990
55,35003,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Rust Stole,Not specified,Not specified,"Beige, Rust",Fabindia,290
56,35004,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Black Stole,Not specified,Not specified,Black,Fabindia,290
57,34310,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Black Silk & Wool Stole,Not specified,Not specified,Black,Fabindia,1090
58,35026,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Red Stole,Solid,Silk,"Red, Beige",Fabindia,360
59,35019,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Chanderi Grey Stole,Not specified,Not specified,Grey,Fabindia,460
60,35021,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Red Stole,Solid,Cotton,"Maroon, Red",Fabindia,460
61,34303,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Mauve Stole,Not specified,Not specified,Lavender,Fabindia,490
62,35017,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Black Chanderi Hand Printed Stole,Not specified,Not specified,Black,Fabindia,460
63,35028,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Blue Stole,Embroidered,Silk,Blue,Fabindia,990
64,35010,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Rust Stole,Not specified,Not specified,"Beige, Rust",Fabindia,290
65,34304,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Off White Stole,Not specified,Not specified,Off White,Fabindia,490
66,31883,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Mughal Printed Mustard Stole,Not specified,Not specified,Mustard,Fabindia,1290
67,31080,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Orange Stole,Not specified,Not specified,Orange,Fabindia,1090
68,34966,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Purple Chanderi Stole,Not specified,Not specified,Purple,Fabindia,630
69,31884,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Mughal Printed Olive Green Stole,Not specified,Not specified,"Olive, Blue",Fabindia,1290
70,31879,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Grey Jacquard Silk Stole,Not specified,Not specified,Grey,Fabindia,1490
71,12465,Men,Accessories,Stoles,Stoles,Fall,2011.0,Casual,Basics Men Black Checked Stoles,Not specified,Not specified,"Black, Blue, Grey",Basics,399
72,50849,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Blue Stole,Embroidered,Silk,Blue,Fabindia,1190
73,34968,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Chanderi Stole,Not specified,Not specified,"Blue, Cream",Fabindia,630
74,34305,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Buta Cream Silk Stole,Not specified,Not specified,"Cream, Green",Fabindia,990
75,35011,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Rust Stole,Not specified,Not specified,Rust,Fabindia,290
76,35016,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Cream Printed Stole,Solid,Cotton,"Red, Pink, Cream",Fabindia,390
77,35029,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Green Stole,Embroidered,Silk,Green,Fabindia,990
78,35020,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Blue Stole,Solid,Silk,Blue,Fabindia,460
79,35027,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Yellow Stole,Solid,Silk,"Yellow, White",Fabindia,360
80,35018,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Chanderi Navy Blue Stole,Not specified,Not specified,Navy Blue,Fabindia,460
81,34969,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Printed Multi Coloured Chanderi Stole,Not specified,Not specified,Multi,Fabindia,630
82,12463,Men,Accessories,Stoles,Stoles,Fall,2011.0,Casual,Basics Men Blue Checked Stoles,Not specified,Not specified,"Blue, Brown",Basics,399
83,12464,Men,Accessories,Stoles,Stoles,Fall,2011.0,Casual,Basics Men Cream-Coloured Checked Stoles,Not specified,Not specified,Cream,Basics,399
84,31878,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Black Jacquard Silk Stole,Not specified,Not specified,Black,Fabindia,1490
85,34967,Women,Accessories,Stoles,Stoles,Summer,2012.0,Casual,Fabindia Women Off White Printed Stole,Solid,Cotton,"Off White, Rust, Green",Fabindia,630
86,31882,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Mughal Printed Orange Stole,Not specified,Not specified,Orange,Fabindia,1290
87,31075,Women,Accessories,Stoles,Stoles,Summer,2012.0,Ethnic,Fabindia Women Check Red Stole,Not specified,Not specified,Red,Fabindia,490
88,20072,Women,Accessories,Stoles,Stoles,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Stole,Not specified,Not specified,Grey,United Colors of Benetton,1499
89,35100,Women,Accessories,Stoles,Stoles,Spring,2013.0,Casual,Allen Solly Women Lavender Stole,Not specified,Linen,Lavender,Allen Solly,1299
