,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Material,Pattern,Collar,Sleeve,Weave,Details,Distress,Waist Rise,Colour,Brand,Price
18,26993,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,Super Skinny Fit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Low-Rise,Blue,Jealous 21,1599.0
19,13248,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Brown Trousers,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Palm Tree,899.0
20,51499,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Denizen Women Blue Jeans,Skinny Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Mid-Rise,Blue,Denizen,1399.0
21,7709,Women,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Jealous 21 Women's Aaren Black Jegging,Slim Fit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Mid-Rise,Black,Jealous 21,1499.0
22,28451,Women,Apparel,Bottomwear,Track Pants,Summer,2012.0,Casual,Urban Yoga Women Black Track Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Urban Yoga,999.0
23,49654,Women,Apparel,Bottomwear,Skirts,Summer,2012.0,Casual,Mineral Women Grey Skirt,Not specified,Mini,Not specified,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Pink",Mineral,1899.0
24,11349,Men,Apparel,Bottomwear,Jeans,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,Regular Fit,Regular,Cotton,Not specified,Not specified,Not specified,Not specified,"Light Fade, Non Stretchable",Clean Look,Mid-Rise,Blue,Lee,2499.0
25,54923,Girls,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Do u speak Green Girls Olive 3/4 Pant,Regular Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Olive,Do u speak green,695.0
26,16198,Men,Apparel,Bottomwear,Tracksuits,Fall,2011.0,Sports,Puma Men Poly Knitted Black Tracksuit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,1999.0
27,12538,Men,Apparel,Bottomwear,Track Pants,Fall,2011.0,Casual,Puma Men Solid Blue Track Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Puma,1099.0
28,18002,Women,Apparel,Bottomwear,Capris,Summer,2011.0,Sports,Puma Women Essential Skinny Black 3/4 Pant,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,"Black, Green",Puma,1699.0
29,1638,Unisex,Apparel,Bottomwear,Swimwear,Fall,2010.0,Sports,Nabaiji Swimming Goggles Blue Black,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Nabaiji,249.0
30,32903,Women,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Allen Solly Women Red Shorts,Regular Fit,Not specified,"Cotton, Elastane",Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Red,Allen Solly Woman,1399.0
31,56822,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,John Players Men Beige Shorts,Loose Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Beige,John Players,899.0
32,39381,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Peter England Men Party Black Jeans,Regular Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Light Fade,Clean Look,High-Rise,Black,Peter England,1499.0
33,34203,Men,Apparel,Bottomwear,Track Pants,Winter,2013.0,Casual,Proline Men Charcoal Grey Track Pants,Not specified,Not specified,"Cotton, Polyester",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Charcoal,Proline,699.0
34,27614,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,Scullers Men Beige Trousers,Slim Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,SCULLERS,1599.0
35,27426,Women,Apparel,Bottomwear,Shorts,Winter,2015.0,Casual,Jockey Women Grey Melange Shorts,Regular Fit,Knee Length,Cotton,Solid,Not specified,Not specified,Woven,Not specified,Not specified,Mid-Rise,"Grey Melange, Blue",Jockey,509.0
36,11520,Women,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Mid-Rise,Black,United Colors of Benetton,2499.0
37,32590,Women,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,ONLY Women Brown Shorts,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,"Brown, Beige",ONLY,995.0
38,47153,Girls,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Gini and Jony Girls Pink Capris,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Pink,Gini and Jony,699.0
39,17623,Men,Apparel,Bottomwear,Track Pants,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pant,Not specified,Not specified,Polyester,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, White",ADIDAS,1799.0
40,26164,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,Slim Fit,Not specified,Not specified,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,John Miller,1599.0
41,32564,Women,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,ONLY Women Orange Trousers,Slim Fit,Not specified,"Cotton, Elastane",Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Orange,ONLY,1895.0
42,34693,Girls,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Allen Solly Kids Girls Poplin Pink Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Pink,Allen Solly Kids,899.0
43,12163,Women,Apparel,Bottomwear,Leggings,Fall,2011.0,Ethnic,Aurelia Women Solid Purple Leggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,AURELIA,399.0
44,1607,Men,Apparel,Bottomwear,Track Pants,Fall,2010.0,Sports,Reebok Men trackpant- male Track Pants,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Reebok,1499.0
45,23072,Men,Apparel,Bottomwear,Trousers,Winter,2014.0,Formal,Arrow Men Navy Blue Solid Trousers,Regular Fit,Regular,Cotton,"Solid, Solid",Not specified,Not specified,Woven,Plain,Not specified,Mid-Rise,"Navy Blue, Navy Blue",Arrow Sport,1599.0
46,16368,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,Peter England Men Stripes Charcoal Trouser,Not specified,Not specified,Not specified,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Charcoal,Peter England,1199.0
47,10259,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,John Miller Men Reglur Black Trousers,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,John Miller,1299.0
48,31111,Boys,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Gini and Jony Boys Solid Black Jeans,Regular Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Light Fade,Clean Look,High-Rise,Black,Gini and Jony,599.0
49,27622,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,Scullers Men Grey Trousers,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,SCULLERS,2499.0
50,11340,Men,Apparel,Bottomwear,Jeans,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,Regular Fit,Regular,Cotton,Not specified,Not specified,Not specified,Not specified,"No Fade, Non Stretchable",Clean Look,Mid-Rise,Blue,Lee,1999.0
51,28458,Women,Apparel,Bottomwear,Capris,Summer,2012.0,Sports,Urban Yoga Women Blue Capris,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Blue,Urban Yoga,899.0
52,23044,Women,Apparel,Bottomwear,Leggings,Fall,2011.0,Casual,Arrow Woman Brown Jeggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Arrow Woman,899.0
53,30453,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Deni Yo Men White Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Light Fade,Clean Look,Mid-Rise,White,DENI YO,1099.0
54,39388,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Peter England Men Black Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Black,Peter England,1499.0
55,26152,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,Slim Fit,Not specified,Not specified,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,John Miller,1299.0
56,12155,Women,Apparel,Bottomwear,Leggings,Fall,2011.0,Ethnic,Aurelia Women Solid Beige Leggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,AURELIA,399.0
57,29780,Men,Apparel,Bottomwear,Trousers,Summer,2013.0,Casual,Basics Men Black Trousers,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,Basics,1099.0
58,28460,Women,Apparel,Bottomwear,Shorts,Summer,2012.0,Sports,Urban Yoga Women Pink Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Urban Yoga,599.0
59,23088,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Arrow Sport Men Dk.Grey Brown Trousers,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Arrow Sport,1599.0
60,53750,Women,Apparel,Bottomwear,Track Pants,Summer,2012.0,Casual,ADIDAS Women Dark Grey Track Pant,Not specified,Not specified,"Polyester, Elastane",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,ADIDAS,1599.0
61,26155,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,Slim Fit,Not specified,Not specified,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,John Miller,1599.0
62,23043,Women,Apparel,Bottomwear,Leggings,Fall,2011.0,Casual,Arrow Woman Blue Jeggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Arrow Woman,899.0
63,10261,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,John Miller Men Slim Brown Trousers,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,John Miller,1099.0
64,7707,Women,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Jealous 21 Women's Abbie Black Jegging,Slim Fit,Not specified,Blended,Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Mid-Rise,Black,Jealous 21,1499.0
65,51497,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Denizen Women Navy Blue Jeans,Skinny Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Clean Look,Mid-Rise,Navy Blue,Denizen,1299.0
66,27417,Women,Apparel,Bottomwear,Capris,Winter,2015.0,Casual,Jockey Women Blue Relaxed Capris,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Grey",Jockey,569.0
67,27625,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Scullers Men Grey Shorts,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Grey,SCULLERS,1299.0
68,11347,Men,Apparel,Bottomwear,Jeans,Summer,2017.0,Casual,Lee Men Elvira Rinse Blue Chicago Fit Jeans,Regular Fit,Regular,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,"Light Fade, Non Stretchable",Clean Look,Mid-Rise,Blue,Lee,2399.0
69,16506,Men,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Blue,LOCOMOTIVE,1169.0
70,57136,Women,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,Elle Women Black Trousers,Not specified,Not specified,"Cotton, Elastane",Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,Elle,1800.0
71,31116,Boys,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Gini and Jony Boys Grey Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,"Grey, Beige, Beige",Gini and Jony,499.0
72,13246,Men,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Palm Tree Kids Boy Washed Blue Jeans,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Blue,Palm Tree,799.0
73,15111,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,Arrow Men Stripes Coffee Brown Trousers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Coffee Brown,Arrow,1699.0
74,44581,Men,Apparel,Bottomwear,Jeans,Summer,2017.0,Casual,Lee Rinse Navy Blue Slim Fit Jeans,Slim Fit,Regular,"Cotton, Blended",Not specified,Not specified,Not specified,Not specified,"No Fade, Stretchable",Clean Look,Mid-Rise,Navy Blue,Lee,2099.0
75,4774,Women,Apparel,Bottomwear,Track Pants,Summer,2011.0,Sports,ADIDAS Women 3S Pink Track Pants,Not specified,Not specified,Blended,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,ADIDAS,1299.0
76,14695,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Basics Men Black Trousers,Slim Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,Basics,1599.0
77,3909,Women,Apparel,Bottomwear,Capris,Summer,2011.0,Casual,Urban Yoga Women Yoga Red Capri,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Red,Urban Yoga,799.0
78,51605,Women,Apparel,Bottomwear,Trousers,Fall,2012.0,Casual,Kraus Jeans Women Black Trousers,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Black,Kraus Jeans,995.0
79,21586,Men,Apparel,Bottomwear,Jeans,Summer,2011.0,Casual,Locomotive Men Washed Grey Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Grey,LOCOMOTIVE,1429.0
80,34054,Boys,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Palm Tree Boys Washed Blue 3/4 Length Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Blue,Palm Tree,899.0
81,5004,Women,Apparel,Bottomwear,Skirts,Summer,2011.0,Casual,Gini and Jony Girl's Delma Blue Kidswear,Not specified,Not specified,Cotton Blend,Washed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Gini and Jony,899.0
82,33271,Girls,Apparel,Bottomwear,Skirts,Summer,2012.0,Casual,Gini and Jony Girls Red Skirt,Not specified,Not specified,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Gini and Jony,699.0
83,27027,Women,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Jealous 21 Women Blue Shorts,Not specified,Not specified,"Cotton, Polyester",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,"Blue, Beige",Jealous 21,1499.0
84,50949,Women,Apparel,Bottomwear,Jeans,Summer,2013.0,Casual,Lee Women Navy Blue Roxy Fit Jeans,Slim Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Not specified,Low Distress,Low-Rise,Navy Blue,Lee,2699.0
85,41007,Girls,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Navy Blue,Gini and Jony,649.0
86,27215,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Doodle Kids Boy Striped Blue Shorts,Not specified,Not specified,Cotton,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Blue,Doodle,949.0
87,56847,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,John Players Men Blue Jeans,Regular Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Light Fade,Clean Look,Mid-Rise,Blue,John Players,999.0
88,29176,Boys,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,United Colors of Benetton Boys Khaki Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Khaki,United Colors of Benetton,1099.0
89,48387,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,French Connection Men Blue Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Heavy Fade,Highly Distressed,Mid-Rise,Blue,French Connection,3499.0
90,50378,Women,Apparel,Bottomwear,Salwar and Dupatta,Summer,2012.0,Ethnic,Vishudh Women Red & White Salwar and Dupatta,Not specified,Not specified,Not specified,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Red",Vishudh,699.0
91,39122,Women,Apparel,Bottomwear,Leggings,Fall,2012.0,Casual,Aneri Women Blue Leggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Aneri,499.0
92,46813,Girls,Apparel,Bottomwear,Skirts,Summer,2012.0,Casual,Gini and Jony Girls Pink Skirt,Not specified,Not specified,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Gini and Jony,599.0
93,27018,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,Slim Fit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Low-Rise,Blue,Jealous 21,1899.0
94,30893,Women,Apparel,Bottomwear,Patiala,Summer,2012.0,Ethnic,Fabindia Women Printed White & Blue Patiala,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Blue",Fabindia,890.0
95,34259,Men,Apparel,Bottomwear,Tracksuits,Summer,2012.0,Sports,Proline Men Grey Tracksuit,Not specified,Not specified,"Cotton, Polyester",Not specified,Polo Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Proline,1399.0
96,58571,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Puma Men Black Shorts,Loose Fit,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,Puma,1699.0
97,44912,Men,Apparel,Bottomwear,Track Pants,Summer,2012.0,Casual,Puma Men Black Track Pants,Not specified,Not specified,Polyester,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,1699.0
98,20037,Women,Apparel,Bottomwear,Stockings,Fall,2011.0,Casual,United Colors Of Benetton Women Black Tights,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1399.0
99,4787,Men,Apparel,Bottomwear,Shorts,Summer,2011.0,Sports,ADIDAS Men's Bas Esx Black Short,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,ADIDAS,799.0
100,41000,Girls,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Blue,Gini and Jony,549.0
101,27020,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Jealous 21 Women Navy Blue Jeans,Slim Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Low-Rise,Navy Blue,Jealous 21,1899.0
102,39328,Girls,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Gini and Jony Girls Green Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Green,Gini and Jony,899.0
103,2226,Women,Apparel,Bottomwear,Track Pants,Fall,2010.0,Sports,ADIDAS Women Black Tracksuit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1999.0
104,13671,Unisex,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Levis Kids Blue Solid Jean,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Blue,Levis Kids,1299.0
105,34053,Boys,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Gini and Jony Boys Yellow 3/4 Length Pants,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Yellow,Gini and Jony,799.0
106,5003,Women,Apparel,Bottomwear,Shorts,Summer,2011.0,Casual,Gini and Jony Girl's Arella Blue Kidswear,Not specified,Not specified,Cotton,Washed,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Blue,Gini and Jony,999.0
107,11126,Women,Apparel,Bottomwear,Track Pants,Fall,2011.0,Sports,Urban Yoga Women Solid Blue Track Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Urban Yoga,999.0
108,10000,Women,Apparel,Bottomwear,Skirts,Summer,2011.0,Casual,Palm Tree Girls Sp Jace Sko White Skirts,Not specified,Not specified,Not specified,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Palm Tree,649.0
